size,total_speed,average_speed
64,1.21849074601405,1.22328933394598
100,2.72814079077974,2.68880975708059
200,15.2722495055271,15.2555244253639
256,18.8825006874442,18.8647277385432
500,25.8635300440701,25.8510279301395
